appeal_id,region,dept_name,sla_days_limit,category,priority,description_length,created_at,closed_at,status,processing_time_days,is_sla_breached,day_of_week,hour_of_day
APP-21426,Astana,Public Utilities,5,Financial Support,Medium,102,2025-11-20 10:00:00,2025-11-24 05:50:32,Closed,3.8267592592592594,False,Thursday,10
APP-21427,Astana,Healthcare Board,7,Information Request,Medium,111,2026-02-11 00:00:00,2026-02-18 07:31:46,Closed,7.313726851851852,True,Wednesday,0
APP-21428,Aktobe,Housing Administration,21,Information Request,Low,90,2026-03-17 14:00:00,2026-03-23 11:42:09,Closed,5.904270833333333,False,Tuesday,14
APP-21429,Astana,Dept of Transportation,14,Financial Support,Low,32,2025-12-26 06:00:00,2026-01-02 09:10:19,Closed,7.132164351851852,False,Friday,6
APP-21430,Aktobe,Dept of Transportation,14,Infrastructure,Low,122,2025-10-20 23:00:00,2025-10-28 00:13:57,Closed,7.051354166666667,False,Monday,23
APP-21431,Astana,Healthcare Board,7,Infrastructure,High,179,2025-10-13 21:00:00,2025-10-24 02:54:47,Closed,10.246377314814815,True,Monday,21
APP-21432,Karaganda,Healthcare Board,7,Information Request,High,210,2026-01-10 00:00:00,2026-01-17 19:59:28,Closed,7.832962962962963,True,Saturday,0
APP-21433,Astana,Healthcare Board,7,Service Quality,Medium,75,2026-01-10 15:00:00,2026-01-17 08:56:39,Closed,6.747673611111111,False,Saturday,15
APP-21434,Almaty,Housing Administration,21,Information Request,Medium,111,2026-01-01 10:00:00,2026-01-09 06:22:32,Closed,7.848981481481482,False,Thursday,10
APP-21435,Aktobe,Education Ministry,10,Information Request,Medium,94,2026-01-15 01:00:00,2026-01-21 03:42:51,Closed,6.113090277777777,False,Thursday,1
APP-21436,Astana,Housing Administration,21,Service Quality,Low,35,2026-02-27 03:00:00,2026-03-06 16:55:11,Closed,7.579988425925926,False,Friday,3
APP-21437,Almaty,Dept of Transportation,14,Financial Support,Low,131,2025-11-21 02:00:00,2025-12-02 22:51:11,Closed,11.868877314814815,False,Friday,2
APP-21438,Karaganda,Healthcare Board,7,Service Quality,Low,57,2026-03-26 16:00:00,2026-04-05 11:58:41,Closed,9.832418981481482,True,Thursday,16
APP-21439,Aktobe,Housing Administration,21,Information Request,Medium,117,2026-01-04 16:00:00,2026-01-09 19:58:16,Closed,5.165462962962963,False,Sunday,16
APP-21440,Almaty,Housing Administration,21,Financial Support,Medium,86,2026-01-04 20:00:00,2026-01-12 10:17:54,Closed,7.5957638888888885,False,Sunday,20
APP-21441,Almaty,Education Ministry,10,Service Quality,Low,149,2025-10-25 05:00:00,2025-11-11 06:41:37,Closed,17.07056712962963,True,Saturday,5
APP-21442,Almaty,Public Utilities,5,Financial Support,Medium,115,2026-03-22 23:00:00,2026-03-29 17:07:45,Closed,6.755381944444444,True,Sunday,23
APP-21443,Shymkent,Education Ministry,10,Infrastructure,Low,91,2025-11-27 06:00:00,2025-12-12 21:38:08,Closed,15.65148148148148,True,Thursday,6
APP-21444,Almaty,Healthcare Board,7,Infrastructure,Medium,98,2025-11-17 03:00:00,2025-11-22 09:19:20,Closed,5.263425925925926,False,Monday,3
APP-21445,Almaty,Dept of Transportation,14,Financial Support,Medium,140,2025-10-19 13:00:00,2025-10-24 04:19:39,Closed,4.638645833333333,False,Sunday,13
APP-21446,Almaty,Public Utilities,5,Information Request,High,222,2026-02-22 23:00:00,2026-02-28 08:19:59,Closed,5.388877314814815,True,Sunday,23
APP-21447,Shymkent,Dept of Transportation,14,Service Quality,Medium,85,2026-03-03 17:00:00,,In Progress,,False,Tuesday,17
APP-21448,Astana,Dept of Transportation,14,Service Quality,Low,114,2026-03-10 15:00:00,2026-03-28 05:16:06,Closed,17.59451388888889,True,Tuesday,15
APP-21449,Astana,Dept of Transportation,14,Service Quality,Medium,118,2025-12-24 02:00:00,2026-01-03 06:51:06,Closed,10.202152777777778,False,Wednesday,2
APP-21450,Almaty,Education Ministry,10,Infrastructure,Medium,177,2026-02-08 16:00:00,2026-02-18 09:07:10,Closed,9.713310185185184,False,Sunday,16
APP-21451,Almaty,Public Utilities,5,Infrastructure,Medium,107,2026-01-05 01:00:00,2026-01-11 07:23:12,Closed,6.266111111111111,True,Monday,1
APP-21452,Almaty,Dept of Transportation,14,Service Quality,Medium,93,2026-02-21 20:00:00,2026-03-06 00:27:43,Closed,12.185914351851851,False,Saturday,20
APP-21453,Almaty,Education Ministry,10,Service Quality,Low,123,2026-02-27 05:00:00,2026-03-11 06:16:58,Closed,12.053449074074074,True,Friday,5
APP-21454,Almaty,Dept of Transportation,14,Infrastructure,Medium,167,2025-11-11 18:00:00,,In Progress,,False,Tuesday,18
APP-21455,Aktobe,Education Ministry,10,Financial Support,Low,95,2026-01-13 13:00:00,2026-01-31 00:27:03,Closed,17.477118055555554,True,Tuesday,13
APP-21456,Almaty,Dept of Transportation,14,Financial Support,Medium,73,2025-12-14 10:00:00,2025-12-21 18:34:41,Closed,7.357418981481482,False,Sunday,10
APP-21457,Aktobe,Dept of Transportation,14,Infrastructure,Low,50,2026-03-04 12:00:00,2026-03-17 00:18:02,Closed,12.512523148148148,False,Wednesday,12
APP-21458,Astana,Dept of Transportation,14,Information Request,Medium,112,2026-03-06 01:00:00,2026-03-09 18:43:30,Closed,3.738541666666667,False,Friday,1
APP-21459,Almaty,Dept of Transportation,14,Infrastructure,Medium,45,2026-02-17 23:00:00,2026-02-20 10:47:58,Closed,2.4916435185185186,False,Tuesday,23
APP-21460,Almaty,Housing Administration,21,Infrastructure,High,176,2025-12-06 14:00:00,2025-12-12 23:52:11,Closed,6.411238425925926,False,Saturday,14
APP-21461,Astana,Housing Administration,21,Service Quality,Low,86,2026-02-04 23:00:00,2026-02-16 03:55:51,Closed,11.20545138888889,False,Wednesday,23
APP-21462,Astana,Housing Administration,21,Infrastructure,High,138,2026-01-08 02:00:00,2026-01-11 15:46:13,Closed,3.5737615740740742,False,Thursday,2
APP-21463,Almaty,Housing Administration,21,Service Quality,High,207,2025-12-20 19:00:00,2025-12-27 03:06:30,Closed,6.337847222222222,False,Saturday,19
APP-21464,Aktobe,Education Ministry,10,Information Request,Medium,133,2025-12-02 12:00:00,2025-12-18 12:27:53,Closed,16.019363425925928,True,Tuesday,12
APP-21465,Aktobe,Public Utilities,5,Service Quality,Low,124,2026-02-04 16:00:00,2026-02-13 20:23:03,Closed,9.182673611111111,True,Wednesday,16
APP-21466,Astana,Education Ministry,10,Service Quality,Low,86,2026-02-05 05:00:00,2026-02-12 23:37:14,Closed,7.7758564814814815,False,Thursday,5
APP-21467,Almaty,Dept of Transportation,14,Financial Support,Low,70,2025-12-13 18:00:00,2025-12-20 15:11:35,Closed,6.883043981481482,False,Saturday,18
APP-21468,Karaganda,Housing Administration,21,Financial Support,High,207,2025-11-12 03:00:00,2025-11-18 14:30:53,Closed,6.479780092592593,False,Wednesday,3
APP-21469,Almaty,Dept of Transportation,14,Service Quality,High,219,2025-12-16 07:00:00,2025-12-21 12:20:06,Closed,5.222291666666667,False,Tuesday,7
APP-21470,Almaty,Public Utilities,5,Service Quality,Medium,110,2026-02-02 02:00:00,2026-02-10 16:22:02,Closed,8.59863425925926,True,Monday,2
APP-21471,Astana,Housing Administration,21,Service Quality,High,202,2026-01-03 08:00:00,,In Progress,,False,Saturday,8
APP-21472,Astana,Public Utilities,5,Financial Support,Medium,132,2026-02-06 19:00:00,2026-02-17 08:22:55,Closed,10.557581018518519,True,Friday,19
APP-21473,Shymkent,Public Utilities,5,Infrastructure,Low,69,2026-02-02 03:00:00,2026-02-12 16:18:40,Closed,10.55462962962963,True,Monday,3
APP-21474,Almaty,Public Utilities,5,Information Request,Medium,104,2025-10-15 10:00:00,2025-10-18 14:20:13,Closed,3.1807060185185185,False,Wednesday,10
APP-21475,Almaty,Housing Administration,21,Information Request,Low,40,2025-10-06 09:00:00,2025-10-17 20:37:17,Closed,11.484224537037036,False,Monday,9
APP-21476,Almaty,Public Utilities,5,Service Quality,Medium,118,2025-10-09 16:00:00,2025-10-14 02:20:18,Closed,4.4307638888888885,False,Thursday,16
APP-21477,Astana,Dept of Transportation,14,Infrastructure,High,185,2025-11-15 15:00:00,2025-11-21 23:36:08,Closed,6.358425925925926,False,Saturday,15
APP-21478,Karaganda,Education Ministry,10,Financial Support,Medium,107,2025-10-27 10:00:00,,In Progress,,False,Monday,10
APP-21479,Astana,Healthcare Board,7,Service Quality,Medium,125,2025-11-23 18:00:00,2025-12-03 15:22:02,Closed,9.890300925925926,True,Sunday,18
APP-21480,Astana,Education Ministry,10,Financial Support,Medium,63,2025-11-04 00:00:00,,In Progress,,False,Tuesday,0
APP-21481,Shymkent,Education Ministry,10,Financial Support,Medium,102,2026-03-29 18:00:00,2026-04-01 08:20:01,Closed,2.597233796296296,False,Sunday,18
APP-21482,Almaty,Healthcare Board,7,Service Quality,Low,134,2025-11-07 06:00:00,2025-11-19 05:02:45,Closed,11.960243055555555,True,Friday,6
APP-21483,Astana,Healthcare Board,7,Infrastructure,Low,110,2026-02-03 10:00:00,2026-02-18 08:37:00,Closed,14.942361111111111,True,Tuesday,10
APP-21484,Aktobe,Public Utilities,5,Service Quality,Medium,66,2026-01-06 17:00:00,,In Progress,,False,Tuesday,17
APP-21485,Astana,Healthcare Board,7,Infrastructure,High,186,2026-03-22 06:00:00,2026-03-28 20:28:11,Closed,6.602905092592593,False,Sunday,6
APP-21486,Almaty,Housing Administration,21,Financial Support,Low,155,2026-02-27 21:00:00,,In Progress,,False,Friday,21
APP-21487,Aktobe,Healthcare Board,7,Infrastructure,Low,136,2026-01-09 21:00:00,2026-01-25 06:41:32,Closed,15.403842592592593,True,Friday,21
APP-21488,Almaty,Healthcare Board,7,Information Request,Low,126,2025-10-29 20:00:00,,In Progress,,False,Wednesday,20
APP-21489,Almaty,Dept of Transportation,14,Financial Support,Medium,118,2025-12-11 00:00:00,,In Progress,,False,Thursday,0
APP-21490,Astana,Public Utilities,5,Financial Support,Low,87,2025-12-25 01:00:00,2025-12-31 06:48:30,Closed,6.242013888888889,True,Thursday,1
APP-21491,Astana,Public Utilities,5,Information Request,Medium,111,2026-02-23 07:00:00,,In Progress,,False,Monday,7
APP-21492,Astana,Housing Administration,21,Infrastructure,Medium,81,2026-02-28 11:00:00,2026-03-03 07:16:28,Closed,2.8447685185185185,False,Saturday,11
APP-21493,Almaty,Education Ministry,10,Financial Support,Medium,66,2025-12-22 19:00:00,2025-12-30 12:28:24,Closed,7.728055555555556,False,Monday,19
APP-21494,Almaty,Dept of Transportation,14,Service Quality,Low,170,2025-12-29 18:00:00,2026-01-12 00:49:36,Closed,13.284444444444444,False,Monday,18
APP-21495,Astana,Public Utilities,5,Information Request,Low,81,2025-11-18 09:00:00,2025-12-01 11:54:51,Closed,13.121423611111112,True,Tuesday,9
APP-21496,Astana,Housing Administration,21,Service Quality,High,189,2026-02-09 12:00:00,2026-02-18 04:31:31,Closed,8.68855324074074,False,Monday,12
APP-21497,Almaty,Healthcare Board,7,Service Quality,High,153,2025-11-29 19:00:00,2025-12-07 01:49:55,Closed,7.284664351851852,True,Saturday,19
APP-21498,Shymkent,Healthcare Board,7,Financial Support,Low,154,2026-01-16 15:00:00,2026-01-29 12:16:33,Closed,12.886493055555556,True,Friday,15
APP-21499,Almaty,Public Utilities,5,Financial Support,Medium,90,2025-10-27 06:00:00,2025-10-29 21:43:40,Closed,2.6553240740740742,False,Monday,6
APP-21500,Shymkent,Healthcare Board,7,Information Request,High,162,2025-12-01 23:00:00,,In Progress,,False,Monday,23
APP-21501,Almaty,Public Utilities,5,Service Quality,Medium,60,2026-03-15 04:00:00,2026-03-19 21:08:53,Closed,4.714502314814815,False,Sunday,4
APP-21502,Almaty,Public Utilities,5,Service Quality,Medium,55,2025-11-12 00:00:00,2025-11-15 16:26:16,Closed,3.6849074074074073,False,Wednesday,0
APP-21503,Shymkent,Education Ministry,10,Service Quality,High,235,2025-12-06 22:00:00,2025-12-13 18:50:06,Closed,6.868125,False,Saturday,22
APP-21504,Astana,Public Utilities,5,Infrastructure,Medium,89,2025-12-25 07:00:00,2025-12-26 07:00:00,Closed,1.0,False,Thursday,7
APP-21505,Almaty,Education Ministry,10,Financial Support,Medium,72,2026-01-12 02:00:00,,In Progress,,False,Monday,2
APP-21506,Astana,Healthcare Board,7,Information Request,Medium,130,2025-12-19 20:00:00,2025-12-24 17:06:54,Closed,4.879791666666667,False,Friday,20
APP-21507,Astana,Public Utilities,5,Infrastructure,Medium,103,2025-11-26 02:00:00,2025-12-03 18:54:49,Closed,7.7047337962962965,True,Wednesday,2
APP-21508,Karaganda,Healthcare Board,7,Service Quality,Low,52,2025-10-07 06:00:00,2025-10-13 07:01:15,Closed,6.042534722222222,False,Tuesday,6
APP-21509,Astana,Public Utilities,5,Service Quality,Medium,90,2025-11-09 22:00:00,2025-11-13 22:04:41,Closed,4.003252314814815,False,Sunday,22
APP-21510,Astana,Housing Administration,21,Infrastructure,High,208,2026-01-04 19:00:00,2026-01-09 18:55:43,Closed,4.997025462962963,False,Sunday,19
APP-21511,Almaty,Public Utilities,5,Information Request,Low,131,2025-12-17 05:00:00,2025-12-27 17:49:12,Closed,10.534166666666666,True,Wednesday,5
APP-21512,Shymkent,Dept of Transportation,14,Service Quality,High,220,2026-03-20 20:00:00,2026-03-24 04:01:38,Closed,3.3344675925925924,False,Friday,20
APP-21513,Almaty,Dept of Transportation,14,Financial Support,High,190,2026-03-13 08:00:00,2026-03-21 12:38:57,Closed,8.193715277777779,False,Friday,8
APP-21514,Almaty,Healthcare Board,7,Financial Support,High,194,2026-03-12 09:00:00,2026-03-20 23:55:40,Closed,8.62199074074074,True,Thursday,9
APP-21515,Shymkent,Public Utilities,5,Service Quality,Medium,178,2025-11-24 00:00:00,2025-11-29 01:11:57,Closed,5.049965277777778,True,Monday,0
APP-21516,Astana,Healthcare Board,7,Infrastructure,Low,82,2025-11-30 23:00:00,,In Progress,,False,Sunday,23
APP-21517,Astana,Housing Administration,21,Infrastructure,Low,129,2026-02-17 15:00:00,2026-03-01 20:11:32,Closed,12.216342592592593,False,Tuesday,15
APP-21518,Astana,Housing Administration,21,Information Request,Medium,114,2025-11-09 09:00:00,2025-11-14 06:59:25,Closed,4.916261574074074,False,Sunday,9
APP-21519,Aktobe,Housing Administration,21,Financial Support,Medium,97,2026-02-12 20:00:00,2026-02-24 05:13:12,Closed,11.384166666666667,False,Thursday,20
APP-21520,Almaty,Dept of Transportation,14,Infrastructure,High,223,2026-01-27 06:00:00,2026-01-31 18:58:17,Closed,4.540474537037037,False,Tuesday,6
APP-21521,Shymkent,Healthcare Board,7,Infrastructure,Low,71,2025-12-27 01:00:00,2026-01-02 01:17:13,Closed,6.011956018518519,False,Saturday,1
APP-21522,Karaganda,Public Utilities,5,Information Request,Medium,80,2026-01-24 22:00:00,2026-01-30 20:25:43,Closed,5.934525462962963,True,Saturday,22
APP-21523,Almaty,Healthcare Board,7,Financial Support,Medium,93,2026-03-06 20:00:00,,In Progress,,False,Friday,20
APP-21524,Karaganda,Housing Administration,21,Infrastructure,Low,84,2026-03-19 11:00:00,2026-03-26 02:29:51,Closed,6.6457291666666665,False,Thursday,11
APP-21525,Karaganda,Public Utilities,5,Infrastructure,Medium,74,2026-01-16 13:00:00,2026-01-19 00:44:18,Closed,2.489097222222222,False,Friday,13
APP-21526,Almaty,Healthcare Board,7,Financial Support,High,168,2025-11-16 08:00:00,2025-11-17 08:00:00,Closed,1.0,False,Sunday,8
APP-21527,Astana,Education Ministry,10,Infrastructure,Medium,77,2025-10-28 02:00:00,2025-11-01 13:33:21,Closed,4.481493055555555,False,Tuesday,2
APP-21528,Shymkent,Education Ministry,10,Information Request,Medium,93,2026-03-28 07:00:00,2026-04-03 15:13:42,Closed,6.342847222222222,False,Saturday,7
APP-21529,Karaganda,Healthcare Board,7,Information Request,Medium,108,2025-10-18 10:00:00,2025-10-21 11:29:25,Closed,3.0620949074074075,False,Saturday,10
APP-21530,Astana,Public Utilities,5,Service Quality,High,200,2026-02-16 19:00:00,2026-02-17 19:00:00,Closed,1.0,False,Monday,19
APP-21531,Almaty,Public Utilities,5,Infrastructure,Medium,140,2025-12-13 21:00:00,2025-12-18 16:29:25,Closed,4.812094907407407,False,Saturday,21
APP-21532,Almaty,Dept of Transportation,14,Information Request,Medium,101,2026-01-18 04:00:00,2026-01-24 15:19:11,Closed,6.471655092592592,False,Sunday,4
APP-21533,Astana,Housing Administration,21,Infrastructure,Low,101,2025-12-24 18:00:00,,In Progress,,False,Wednesday,18
APP-21534,Almaty,Public Utilities,5,Information Request,Medium,101,2026-01-03 18:00:00,2026-01-10 20:03:09,Closed,7.085520833333334,True,Saturday,18
APP-21535,Almaty,Education Ministry,10,Financial Support,Medium,115,2026-02-26 13:00:00,2026-03-10 20:03:59,Closed,12.29443287037037,True,Thursday,13
APP-21536,Almaty,Housing Administration,21,Information Request,Medium,59,2025-10-29 00:00:00,2025-10-31 19:30:01,Closed,2.8125115740740743,False,Wednesday,0
APP-21537,Karaganda,Education Ministry,10,Infrastructure,Low,72,2025-12-17 02:00:00,2025-12-27 20:56:48,Closed,10.789444444444445,True,Wednesday,2
APP-21538,Almaty,Public Utilities,5,Service Quality,Medium,149,2026-01-14 19:00:00,2026-01-23 09:39:45,Closed,8.6109375,True,Wednesday,19
APP-21539,Shymkent,Healthcare Board,7,Financial Support,Medium,130,2025-11-16 03:00:00,2025-11-22 07:49:58,Closed,6.201365740740741,False,Sunday,3
APP-21540,Astana,Housing Administration,21,Service Quality,Medium,51,2026-03-17 12:00:00,,In Progress,,False,Tuesday,12
APP-21541,Astana,Dept of Transportation,14,Infrastructure,Medium,85,2025-10-12 12:00:00,,In Progress,,False,Sunday,12
APP-21542,Astana,Healthcare Board,7,Infrastructure,Medium,87,2026-02-26 02:00:00,2026-03-05 00:30:36,Closed,6.937916666666666,False,Thursday,2
APP-21543,Shymkent,Housing Administration,21,Service Quality,Medium,65,2026-03-06 01:00:00,2026-03-13 18:01:55,Closed,7.709664351851852,False,Friday,1
APP-21544,Shymkent,Healthcare Board,7,Service Quality,Medium,111,2025-10-05 14:00:00,,In Progress,,False,Sunday,14
APP-21545,Shymkent,Education Ministry,10,Infrastructure,High,336,2026-01-15 15:00:00,2026-01-26 21:08:34,Closed,11.255949074074074,True,Thursday,15
APP-21546,Shymkent,Education Ministry,10,Financial Support,High,219,2026-02-18 23:00:00,2026-02-25 09:06:50,Closed,6.421412037037037,False,Wednesday,23
APP-21547,Almaty,Dept of Transportation,14,Financial Support,High,185,2025-12-01 23:00:00,,In Progress,,False,Monday,23
APP-21548,Astana,Healthcare Board,7,Financial Support,Medium,103,2025-11-05 18:00:00,,In Progress,,False,Wednesday,18
APP-21549,Almaty,Dept of Transportation,14,Financial Support,Medium,51,2026-01-11 03:00:00,2026-01-15 05:20:05,Closed,4.097280092592593,False,Sunday,3
APP-21550,Astana,Public Utilities,5,Infrastructure,High,259,2025-11-09 11:00:00,2025-11-15 14:23:06,Closed,6.141041666666666,True,Sunday,11
APP-21551,Astana,Healthcare Board,7,Infrastructure,High,196,2025-10-04 16:00:00,2025-10-14 13:05:20,Closed,9.878703703703703,True,Saturday,16
APP-21552,Almaty,Dept of Transportation,14,Service Quality,High,136,2026-02-14 10:00:00,2026-02-18 00:56:57,Closed,3.6228819444444444,False,Saturday,10
APP-21553,Astana,Dept of Transportation,14,Financial Support,Medium,95,2026-01-18 21:00:00,2026-01-26 16:14:03,Closed,7.801423611111111,False,Sunday,21
APP-21554,Almaty,Healthcare Board,7,Information Request,High,143,2025-12-12 02:00:00,,In Progress,,False,Friday,2
APP-21555,Karaganda,Public Utilities,5,Service Quality,Low,72,2026-03-02 14:00:00,2026-03-09 20:40:52,Closed,7.2783796296296295,True,Monday,14
APP-21556,Almaty,Education Ministry,10,Information Request,Medium,105,2025-10-22 00:00:00,2025-10-31 23:44:48,Closed,9.989444444444445,False,Wednesday,0
APP-21557,Shymkent,Education Ministry,10,Information Request,High,108,2025-12-12 15:00:00,2025-12-17 12:11:30,Closed,4.882986111111111,False,Friday,15
APP-21558,Karaganda,Healthcare Board,7,Service Quality,High,180,2025-10-18 06:00:00,2025-10-25 14:14:02,Closed,7.3430787037037035,True,Saturday,6
APP-21559,Almaty,Education Ministry,10,Service Quality,Medium,143,2026-01-08 17:00:00,2026-01-15 09:38:32,Closed,6.693425925925926,False,Thursday,17
APP-21560,Shymkent,Healthcare Board,7,Infrastructure,High,184,2026-02-16 08:00:00,,In Progress,,False,Monday,8
APP-21561,Shymkent,Public Utilities,5,Infrastructure,Low,84,2026-02-25 02:00:00,2026-03-08 13:54:35,Closed,11.496238425925926,True,Wednesday,2
APP-21562,Astana,Education Ministry,10,Financial Support,Medium,118,2025-11-10 19:00:00,2025-11-14 10:51:01,Closed,3.6604282407407407,False,Monday,19
APP-21563,Karaganda,Dept of Transportation,14,Infrastructure,Low,68,2026-02-27 21:00:00,2026-03-12 01:07:30,Closed,12.171875,False,Friday,21
APP-21564,Astana,Public Utilities,5,Information Request,Medium,69,2025-11-25 13:00:00,2025-11-26 13:00:00,Closed,1.0,False,Tuesday,13
APP-21565,Shymkent,Dept of Transportation,14,Infrastructure,Medium,103,2025-12-04 18:00:00,2025-12-17 15:37:04,Closed,12.90074074074074,False,Thursday,18
APP-21566,Shymkent,Housing Administration,21,Service Quality,Medium,59,2026-03-05 12:00:00,2026-03-14 08:44:30,Closed,8.864236111111111,False,Thursday,12
APP-21567,Almaty,Education Ministry,10,Service Quality,Medium,73,2025-11-24 00:00:00,2025-12-01 13:54:28,Closed,7.579490740740741,False,Monday,0
APP-21568,Karaganda,Education Ministry,10,Financial Support,Medium,87,2026-01-04 19:00:00,2026-01-10 14:31:35,Closed,5.813599537037037,False,Sunday,19
APP-21569,Shymkent,Public Utilities,5,Infrastructure,Low,49,2026-03-19 22:00:00,2026-03-31 01:11:29,Closed,11.132974537037038,True,Thursday,22
APP-21570,Almaty,Healthcare Board,7,Infrastructure,Low,59,2026-02-11 22:00:00,2026-02-24 05:21:30,Closed,12.306597222222223,True,Wednesday,22
APP-21571,Almaty,Healthcare Board,7,Financial Support,Medium,59,2026-03-10 06:00:00,2026-03-16 19:04:06,Closed,6.544513888888889,False,Tuesday,6
APP-21572,Shymkent,Public Utilities,5,Infrastructure,High,170,2026-03-17 10:00:00,,In Progress,,False,Tuesday,10
APP-21573,Aktobe,Dept of Transportation,14,Infrastructure,Medium,84,2025-12-29 11:00:00,2026-01-01 23:13:10,Closed,3.5091435185185187,False,Monday,11
APP-21574,Almaty,Education Ministry,10,Financial Support,Low,45,2026-02-08 09:00:00,2026-02-17 13:18:24,Closed,9.179444444444444,False,Sunday,9
APP-21575,Astana,Housing Administration,21,Information Request,High,294,2025-12-22 10:00:00,2025-12-28 17:06:40,Closed,6.296296296296297,False,Monday,10
APP-21576,Almaty,Healthcare Board,7,Service Quality,Medium,62,2025-12-08 22:00:00,2025-12-14 03:24:00,Closed,5.225,False,Monday,22
APP-21577,Aktobe,Housing Administration,21,Infrastructure,Medium,93,2026-01-23 01:00:00,2026-02-04 10:19:52,Closed,12.388796296296297,False,Friday,1
APP-21578,Almaty,Housing Administration,21,Infrastructure,Medium,126,2026-03-21 19:00:00,,In Progress,,False,Saturday,19
APP-21579,Almaty,Public Utilities,5,Financial Support,Medium,142,2026-02-02 06:00:00,2026-02-10 08:02:46,Closed,8.08525462962963,True,Monday,6
APP-21580,Astana,Dept of Transportation,14,Information Request,Medium,87,2025-10-31 21:00:00,2025-11-12 00:11:47,Closed,11.133182870370371,False,Friday,21
APP-21581,Aktobe,Housing Administration,21,Information Request,Low,104,2026-01-21 11:00:00,2026-01-30 05:09:16,Closed,8.756435185185186,False,Wednesday,11
APP-21582,Astana,Dept of Transportation,14,Service Quality,Low,69,2026-02-01 04:00:00,2026-02-15 13:18:31,Closed,14.387858796296296,True,Sunday,4
APP-21583,Shymkent,Healthcare Board,7,Infrastructure,Medium,70,2026-02-14 23:00:00,2026-02-21 14:12:09,Closed,6.6334375,False,Saturday,23
APP-21584,Astana,Public Utilities,5,Information Request,High,204,2025-10-28 10:00:00,,In Progress,,False,Tuesday,10
APP-21585,Astana,Housing Administration,21,Information Request,Low,95,2025-10-29 15:00:00,2025-11-01 16:31:02,Closed,3.0632175925925926,False,Wednesday,15
APP-21586,Astana,Healthcare Board,7,Service Quality,Medium,85,2026-03-13 14:00:00,2026-03-14 14:00:00,Closed,1.0,False,Friday,14
APP-21587,Astana,Healthcare Board,7,Service Quality,Medium,112,2025-12-24 01:00:00,2025-12-30 02:23:12,Closed,6.057777777777778,False,Wednesday,1
APP-21588,Almaty,Public Utilities,5,Infrastructure,High,249,2025-12-01 09:00:00,2025-12-08 09:37:15,Closed,7.025868055555556,True,Monday,9
APP-21589,Almaty,Dept of Transportation,14,Infrastructure,High,223,2025-12-13 21:00:00,,In Progress,,False,Saturday,21
APP-21590,Karaganda,Housing Administration,21,Infrastructure,High,196,2025-12-27 05:00:00,2026-01-04 06:59:17,Closed,8.082835648148148,False,Saturday,5
APP-21591,Almaty,Housing Administration,21,Infrastructure,Low,87,2025-10-01 19:00:00,,In Progress,,False,Wednesday,19
APP-21592,Karaganda,Housing Administration,21,Information Request,Medium,57,2026-02-02 23:00:00,2026-02-08 11:25:08,Closed,5.517453703703704,False,Monday,23
APP-21593,Astana,Dept of Transportation,14,Service Quality,High,143,2026-02-23 06:00:00,2026-02-27 15:11:15,Closed,4.3828125,False,Monday,6
APP-21594,Shymkent,Education Ministry,10,Service Quality,Medium,97,2026-02-26 01:00:00,2026-02-28 03:16:41,Closed,2.0949189814814817,False,Thursday,1
APP-21595,Astana,Education Ministry,10,Service Quality,Low,93,2025-11-13 09:00:00,2025-11-24 11:51:51,Closed,11.119340277777777,True,Thursday,9
APP-21596,Karaganda,Education Ministry,10,Information Request,Low,83,2025-12-12 07:00:00,,In Progress,,False,Friday,7
APP-21597,Astana,Dept of Transportation,14,Information Request,Medium,90,2026-02-11 09:00:00,2026-02-23 17:29:48,Closed,12.354027777777778,False,Wednesday,9
APP-21598,Astana,Public Utilities,5,Financial Support,Low,164,2025-10-21 01:00:00,2025-11-05 23:28:14,Closed,15.936273148148148,True,Tuesday,1
APP-21599,Karaganda,Dept of Transportation,14,Service Quality,High,320,2026-02-24 10:00:00,2026-03-05 20:25:07,Closed,9.434108796296297,False,Tuesday,10
APP-21600,Astana,Healthcare Board,7,Financial Support,Low,102,2025-11-01 05:00:00,2025-11-13 05:12:47,Closed,12.008877314814814,True,Saturday,5
APP-21601,Astana,Public Utilities,5,Service Quality,Medium,78,2025-10-13 09:00:00,,In Progress,,False,Monday,9
APP-21602,Astana,Healthcare Board,7,Financial Support,Medium,110,2025-11-08 19:00:00,2025-11-13 01:22:07,Closed,4.265358796296296,False,Saturday,19
APP-21603,Almaty,Dept of Transportation,14,Service Quality,Low,66,2025-10-30 07:00:00,,In Progress,,False,Thursday,7
APP-21604,Almaty,Dept of Transportation,14,Financial Support,Medium,76,2025-10-05 14:00:00,2025-10-20 07:08:13,Closed,14.714039351851852,True,Sunday,14
APP-21605,Shymkent,Healthcare Board,7,Information Request,High,193,2026-02-26 17:00:00,2026-03-09 14:54:32,Closed,10.91287037037037,True,Thursday,17
APP-21606,Astana,Education Ministry,10,Service Quality,Medium,91,2026-03-03 22:00:00,2026-03-15 15:05:59,Closed,11.712488425925926,True,Tuesday,22
APP-21607,Almaty,Education Ministry,10,Financial Support,Low,81,2026-02-04 08:00:00,2026-02-20 09:49:26,Closed,16.07599537037037,True,Wednesday,8
APP-21608,Astana,Public Utilities,5,Information Request,Medium,104,2025-10-29 06:00:00,2025-11-09 11:04:40,Closed,11.211574074074074,True,Wednesday,6
